19.07.2001;0,0320833
19.08.2001;0,0316
19.09.2001;0,0275333
19.10.2001;0,02205
19.11.2001;0,0223333
19.12.2001;0,0188167
19.01.2002;0,0170167
19.02.2002;0,0167167
19.03.2002;0,01675
19.04.2002;0,0157
19.05.2002;0,0128333
19.06.2002;0,0126833
19.07.2002;0,0114333
19.08.2002;0,0078833
19.09.2002;0,0072833
19.10.2002;0,0078
19.11.2002;0,0071333
19.12.2002;0,0069667
19.01.2003;0,0062
19.02.2003;0,0059667
19.03.2003;0,0031833
19.04.2003;0,0030333
19.05.2003;0,00285
19.06.2003;0,0027667
19.07.2003;0,0029083
19.08.2003;0,0025
19.09.2003;0,0024667
19.10.2003;0,0025
19.11.2003;0,0024
19.12.2003;0,0025
19.01.2004;0,0024167
19.02.2004;0,0026667
19.03.2004;0,0024833
19.04.2004;0,0027667
19.05.2004;0,0026
19.06.2004;0,0047
19.07.2004;0,005
19.08.2004;0,0051833
19.09.2004;0,0067667
19.10.2004;0,0069833
19.11.2004;0,0077333
19.12.2004;0,0074167
19.01.2005;0,0073
19.02.2005;0,0075333
19.03.2005;0,0075
19.04.2005;0,0075667
19.05.2005;0,0075
19.06.2005;0,0074833
19.07.2005;0,0075
19.08.2005;0,0076
19.09.2005;0,0075833
19.10.2005;0,008
19.11.2005;0,0096
19.12.2005;0,0099333
19.01.2006;0,0099583
19.02.2006;0,011
19.03.2006;0,012075
19.04.2006;0,0128
19.05.2006;0,0141
19.06.2006;0,0148333
19.07.2006;0,0152667
19.08.2006;0,0163
19.09.2006;0,0175917
19.10.2006;0,0185917
19.11.2006;0,019175
19.12.2006;0,020475
19.01.2007;0,02155
19.02.2007;0,0221667
19.03.2007;0,0227583
19.04.2007;0,0232417
19.05.2007;0,0242
19.06.2007;0,0249833
19.07.2007;0,0272
19.08.2007;0,0285
19.09.2007;0,0275667
19.10.2007;0,02785
19.11.2007;0,0275333
19.12.2007;0,02775
19.01.2008;0,0267667
19.02.2008;0,0277333
19.03.2008;0,0282833
19.04.2008;0,0284833
19.05.2008;0,0277667
19.06.2008;0,0285667
19.07.2008;0,0278667
19.08.2008;0,0274167
19.09.2008;0,0279333
19.10.2008;0,0309
19.11.2008;0,0196833
19.12.2008;0,0073833
19.01.2009;0,005525
19.02.2009;0,00505
19.03.2009;0,0041
19.04.2009;0,0039667
19.05.2009;0,0040333
19.06.2009;0,0039667
19.07.2009;0,0036667
19.08.2009;0,0034167
19.09.2009;0,0029667
19.10.2009;0,0026683
19.11.2009;0,0025167
19.12.2009;0,0025167
19.01.2010;0,0025
19.02.2010;0,0024833
19.03.2010;0,0024833
19.04.2010;0,002425
19.05.2010;0,0021167
19.06.2010;0,0010833
19.07.2010;0,0011917
19.08.2010;0,0015833
19.09.2010;0,0017833
19.10.2010;0,0017333
19.11.2010;0,0017
19.12.2010;0,0016917
19.01.2011;0,0016833
19.02.2011;0,0017
19.03.2011;0,0017833
19.04.2011;0,00185
19.05.2011;0,0017833
19.06.2011;0,0017583
19.07.2011;0,00175
19.08.2011;0,0000833
19.09.2011;0,0000667
19.10.2011;0,0004167
19.11.2011;0,0005
19.12.2011;0,0005167
19.01.2012;0,0006167
19.02.2012;0,0008417
19.03.2012;0,0010417
19.04.2012;0,0011167
19.05.2012;0,0011167
19.06.2012;0,00095
19.07.2012;0,0007
19.08.2012;0,0005
19.09.2012;0,00046
19.10.2012;0,00037
19.11.2012;0,0003
19.12.2012;0,00012
19.01.2013;0,0002
19.02.2013;0,00024
19.03.2013;0,00022
19.04.2013;0,0002
19.05.2013;0,00018
19.06.2013;0,00018
19.07.2013;0,0002
19.08.2013;0,00018
19.09.2013;0,00021
19.10.2013;0,00019
19.11.2013;0,00021
19.12.2013;0,00021
19.01.2014;0,00023
19.02.2014;0,00018
19.03.2014;0,00024
19.04.2014;0,00016
19.05.2014;0,00013
19.06.2014;0,00013
19.07.2014;0,00011
19.08.2014;0,00022
19.09.2014;0,00006
19.10.2014;0,00007
19.11.2014;0,00003
19.12.2014;-0,00047
19.01.2015;-0,0056
19.02.2015;-0,00903
19.03.2015;-0,00793
19.04.2015;-0,00816
19.05.2015;-0,00792
19.06.2015;-0,00785
19.07.2015;-0,00753
19.08.2015;-0,00727
19.09.2015;-0,00727
19.10.2015;-0,00724
19.11.2015;-0,00801
19.12.2015;-0,00769
19.01.2016;-0,00751
19.02.2016;-0,007822
19.03.2016;-0,007312
19.04.2016;-0,007244
19.05.2016;-0,007354
19.06.2016;-0,007722
19.07.2016;-0,007616
19.08.2016;-0,007386
19.09.2016;-0,007478
19.10.2016;-0,007226
19.11.2016;-0,007392
19.12.2016;-0,007388
19.01.2017;-0,007294
19.02.2017;-0,007264
19.03.2017;-0,00726
19.04.2017;-0,007322
19.05.2017;-0,007292
19.06.2017;-0,007306
19.07.2017;-0,007286
19.08.2017;-0,007258
19.09.2017;-0,00726
19.10.2017;-0,007264
19.11.2017;-0,00751
19.12.2017;-0,007558
19.01.2018;-0,00742
19.02.2018;-0,007456
19.03.2018;-0,0074
19.04.2018;-0,007312
19.05.2018;-0,007236
19.06.2018;-0,007332
19.07.2018;-0,007218
19.08.2018;-0,007256
19.09.2018;-0,007308
19.10.2018;-0,007464
19.11.2018;-0,00743
19.12.2018;-0,007318
19.01.2019;-0,00702
19.02.2019;-0,007194
19.03.2019;-0,007132
19.04.2019;-0,007172
19.05.2019;-0,007116
19.06.2019;-0,007174
19.07.2019;-0,00753
19.08.2019;-0,008398
19.09.2019;-0,00768
19.10.2019;-0,00775
19.11.2019;-0,0071
19.12.2019;-0,007048
19.01.2020;-0,006788
19.02.2020;-0,00709
19.03.2020;-0,007672
19.04.2020;-0,005858
19.05.2020;-0,006296
19.06.2020;-0,00661
19.07.2020;-0,006934
19.08.2020;-0,007156
19.09.2020;-0,007622
19.10.2020;-0,007624
19.11.2020;-0,007672
19.12.2020;-0,007856
19.01.2021;-0,007714
19.02.2021;-0,007556
19.03.2021;-0,007518
19.04.2021;-0,007494
19.05.2021;-0,0075
19.06.2021;-0,007546
19.07.2021;-0,007552
19.08.2021;-0,007668
19.09.2021;-0,007562
19.10.2021;-0,007698
19.11.2021;-0,00779
19.12.2021;-0,007792
19.01.2022;-0,00753
19.02.2022;-0,00753
19.03.2022;-0,00753
19.04.2022;-0,00753
19.05.2022;-0,00753
19.06.2022;-0,00753
